1,530,641,465,748,248,308,380,462,342,801,645,798
1,149,127,797,130,472,641,130,494,794,784,748,497
1,319,645,485,596,745,798,461,324,3,788,6,645
0,497,485,658,645,428,227,598,445,778,26,785,132
0,743,530,6,658,497,784,748,472,598,132,380,797
1,645,303,785,801,797,658,359,711,350,36,244,34
0,479,598,701,485,785,645,428,788,658,385,798,645
0,428,485,787,645,145,646,302,113,227,713,292,748
1,778,15,786,479,462,132,279,141,230,598,645,65
1,38,248,490,801,645,794,260,279,658,785,598,641
0,638,768,6,641,785,472,646,36,227,302,113,748
0,132,227,801,235,286,214,279,260,738,385,730,149
0,113,195,227,36,302,497,419,118,623,485,566,724
1,131,3,18,51,76,38,807,721,706,485,292,151
1,645,720,788,797,3,445,645,743,38,798,65,786
1,38,248,490,801,645,794,149,15,727,350,678,743
0,130,145,474,452,146,214,130,462,475,641,89,200
1,302,658,645,462,497,797,721,494,6,324,392,485
0,80,3,785,645,485,625,38,248,490,801,645,794
0,485,645,785,641,598,245,784,445,786,428,227,788
1,645,720,788,797,3,445,36,450,801,598,6,785
0,419,118,623,485,566,724,59,405,3,635,423,468
1,530,786,235,91,646,385,479,598,701,485,785,645
0,750,801,531,237,80,768,130,462,475,641,89,200
0,197,3,786,245,645,500,196,807,697,658,497,6
0,801,658,485,645,748,65,637,658,282,149,598,248
1,260,658,279,184,641,598,647,497,785,485,65,645
0,637,645,785,579,598,658,38,248,490,801,645,794
1,801,479,645,719,497,720,428,645,788,462,658,625
0,195,302,113,663,279,450,419,118,623,485,566,724
0,196,807,697,658,497,6,3,45,38,186,211,537
0,6,472,786,798,637,260,6,478,145,785,647,3
1,428,658,485,637,788,591,488,480,233,105,738,303
0,131,3,18,51,76,38,445,785,641,212,479,485
0,531,282,143,604,707,560,392,405,398,94,282,445
0,279,658,260,598,641,490,530,786,235,91,475,646
0,479,598,701,485,785,645,227,646,479,212,637,36
1,196,807,697,658,497,6,604,706,26,741,553,260
0,279,260,642,798,385,707,302,658,645,462,497,797
0,642,788,598,428,485,658,801,479,645,719,497,720
1,6,478,145,785,647,3,210,334,38,445,478,359
1,302,113,227,713,292,748,230,752,279,497,642,212
0,479,598,701,485,785,645,642,645,485,248,184,149
1,132,113,658,645,151,308,490,598,279,260,658,641
0,645,720,788,797,3,445,720,788,645,801,6,798
0,748,598,475,645,462,248,671,68,428,42,196,171
1,428,645,788,462,658,625,797,195,248,308,801,151
0,428,786,701,658,801,472,279,260,598,658,641,184
0,785,308,598,658,646,801,801,479,645,719,497,720
0,497,645,748,6,479,646,157,227,461,199,217,181
1,701,786,596,65,642,645,598,6,645,785,701,788
1,671,598,3,286,497,787,380,658,785,748,645,494
1,567,719,65,641,637,658,641,279,785,260,230,598
0,465,658,645,646,212,485,303,658,445,479,641,801
0,642,461,720,248,381,494,671,598,3,286,497,787
1,212,801,472,748,36,151,306,113,36,594,151,145
0,645,785,658,428,798,655,494,248,530,149,479,801
1,719,798,645,748,385,479,645,798,260,279,637,785
0,494,6,497,785,385,647,801,479,645,719,497,720
0,752,127,530,801,642,784,38,28,91,94,132,658
1,302,594,113,227,591,132,701,6,786,743,530,497
0,146,428,645,785,788,801,417,645,479,598,786,6
1,530,658,645,59,428,794,497,474,797,472,130,184
0,637,145,530,720,428,788,279,658,260,184,598,641
1,700,691,445,6,530,248,748,645,641,801,786,646
0,785,645,212,485,720,788,785,701,645,637,479,497
0,302,113,36,145,485,748,38,28,91,94,132,658
1,445,485,212,248,788,145,279,785,598,641,260,658
0,279,785,598,641,260,658,230,752,279,497,642,212
1,801,479,645,719,497,720,788,494,428,797,807,645
0,428,786,701,658,801,645,65,454,796,385,445,641
0,308,658,798,645,785,479,131,3,18,51,76,38
0,398,752,625,308,785,748,450,445,473,490,212,227
1,302,594,113,227,591,132,784,796,801,132,645,685
0,598,784,473,36,260,279,279,260,801,658,184,641
0,784,796,801,132,645,685,494,303,787,658,445,645
1,658,254,775,771,229,569,625,392,113,445,700,748
1,380,598,647,801,445,788,6,784,787,658,145,113
1,279,748,641,530,798,380,645,720,788,797,3,445
0,748,465,697,473,468,308,787,310,641,500,49,385
0,785,279,801,796,260,658,131,3,18,51,76,38
1,279,461,462,230,260,645,279,260,598,785,641,485
0,479,598,701,485,785,645,645,798,701,785,282,385
1,468,385,642,718,586,213,302,800,36,801,480,488
1,130,786,485,788,127,462,701,785,260,230,598,279
1,794,727,764,772,773,778,485,786,3,472,462,658
0,485,785,212,445,658,641,748,472,598,132,380,797
0,279,658,598,260,145,381,497,445,797,428,642,788
1,701,786,596,65,642,645,658,462,801,472,786,3
0,131,3,18,51,76,38,248,530,445,645,798,637
0,324,3,184,625,700,6,51,462,785,381,472,788
0,748,465,697,473,468,308,6,641,479,800,235,472
1,127,635,530,80,462,534,645,720,788,797,3,445
1,279,748,641,530,798,380,302,594,113,227,591,132
0,308,788,598,645,637,658,801,145,65,645,658,786
1,497,91,482,645,303,494,131,3,18,51,76,38
1,308,797,785,472,701,479,658,801,342,310,784,641
1,302,594,113,227,591,132,658,151,801,308,798,445
1,131,3,18,51,76,38,145,89,625,282,477,149
0,302,395,646,645,637,786,423,6,641,645,801,785
1,302,594,113,227,591,132,302,113,771,227,149,379
0,785,652,105,9,34,227,748,465,697,473,468,308
1,701,786,596,65,642,645,184,485,428,645,145,786
1,798,786,787,445,462,719,302,594,113,227,591,132
1,721,380,462,461,645,36,784,6,530,788,658,806
